maritime_area,registration_number,imo_number,ship_name,callsign,mmsi,shiptype,length,tonnage,tonnage_unit,materiel_onboard,atis_code,radio_license_status,date_first_license,date_inactivity_license
BR,732942B,,JEANCANI,FG9660,227316100,FISHING,10.7,9.73,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/06/1990,
GV,724521Y,,ZUBERNOA,FGON,228150000,FISHING,24.4,200.9,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,03/04/1990,
MX,763754T,,TARZH AN DEIZ,FGPZ,227916000,FISHING,14.7,35.23,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,21/06/1990,
IO,759081N,,FRISBY,FGLS,228117000,FISHING,15.95,49.71,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,17/07/1990,16/02/2017
GV,730700P,,LES ANTILLES,FGPP,228905000,FISHING,15.3,42.4,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,18/07/1990,
AC,768588X,,SI,FGYP,227442000,FISHING,21.37,109.26,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,25/11/1990,
GV,730804C,,BARA DOUS,FGPD,227372000,FISHING,23.5,100.32,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,11/12/1990,
SB,722680X,,NOMINOE,FGUU,227468000,FISHING,21,90,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,22/03/1991,
GV,785315D,,EFFERA,FGQE,227391000,FISHING,24,128,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/12/1990,
AC,783509R,,LE CAP HORN II,FGBW,228178000,FISHING,15.01,39.48,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,28/09/1990,
GV,730811K,,PATISAKA,FGRJ,228396000,FISHING,14.5,33.43,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,02/04/1991,
AC,783510S,,VOLUNTAS DEI,FQLJ,227855000,FISHING,15.95,48.46,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,22/02/1991,
GV,730709Z,,L'OCARINA,FGRL,228126000,FISHING,13.7,44.01,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,24/04/1991,
LH,799449S,,BRANEC IV,FGFC,228207700,PLEASURE CRAFT,15.24,,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,11/05/1990,
IO,730719K,,LUDIVINE ALLISON,FGQS,228119000,FISHING,22,138.73,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,16/10/1990,
SN,769398C,,LE GAMIN,FQLG,227876000,FISHING,14.07,38.05,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,04/02/1991,
AJ,793009S,,BIHUS 9,FQ6627,227116940,PLEASURE CRAFT,12.75,29.21,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 3 PAN (BANDE S) - RECEPTEUR NAVTEX,,ACTIVE,15/04/1991,
GV,730710A,,LE NAUTILE,FGRG,227366000,FISHING,22,72.91,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,11/04/1991,
GV,730707X,,MANGA REVA,FGRC,228332000,FISHING,15.5,42.62,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,11/04/1991,
BR,786491G,,ENEZ EUSSA III,FV5533,227003050,PASSENGERS SHIP,44.9,449.06,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,07/02/1991,
GV,722677U,,ARVORIG,FGUI,227430000,FISHING,17.5,56.8,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,30/10/1990,
CH,775473F,,CHARLEVY,FSGQ,226116000,FISHING,15.9,45,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,03/05/1991,
IO,730809H,,LE MEDELUC,FGRM,228113000,FISHING,16.1,45,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,07/05/1991,
MX,736420G,,EVANN EMMA,FGUH,227904000,FISHING,23.93,113,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,09/11/1990,
LO,752559Z,,HELIOTROPE,FGPH,228130000,FISHING,33,335,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,20/11/1990,
SN,769454N,,LES VIKINGS II,FGQU,228133000,FISHING,20.8,61.01,TX,VHF - AIS - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,13/11/1990,
GV,730712C,,MARIE ALEXANDRA,FGRA,227428000,FISHING,18,76,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,21/11/1990,
GV,722678V,,HENT AR MOR I,FQHI,227486000,FISHING,21.06,90.14,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,06/06/1991,
MN,769451K,,SERTAN,FQQZ,227418000,FISHING,15.95,61.61,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,05/08/1991,
CC,790756T,,ABRADEN,FGRQ,228226000,FISHING,15,49,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,28/05/1991,
CH,775898T,,JOKER,FOPS,228115700,FISHING,11.98,18.06,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,26/06/1991,
BA,766880R,,VIVALDI,FQLH,227981000,FISHING,22.8,127.46,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,27/06/1991,
IO,750474H,,MARAUDEUR,FQLT,227814000,FISHING,15.96,49.13,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,17/01/1991,
BR,786550W,,CHRISTELLE-MIKAEL,FV6351,227628730,FISHING,9.39,9.91,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/05/1991,
SN,698252V,,VB SAINT MARC,FV6094,227005270,BULK,30.6,315,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,01/07/1991,
SN,781488U,,CF ESTIENNE D ORVES,FQ7576,227003630,BULK,10.5,12.82,TX,VHF - VHF ASN - AIS - VHF PORTATIVE,,ACTIVE,06/06/1991,
AJ,814638B,,BRISE DU SUD,FQ8291,227709530,PLEASURE CRAFT,15.97,30.14,UMS,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,21/06/1991,
BA,783937F,,TALION,FQLZ,227409000,FISHING,20,118,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,27/06/1991,04/01/2017
GV,730807F,,CONNEMARA,FGSR,227485000,FISHING,20.6,83.64,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,31/03/1992,
GV,639925W,,PLUTON,FGRK,226243000,FISHING,21.9,74,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,14/11/1991,
YE,425387C,,FILLE DU SUET,FGSG,227574000,FISHING,22.4,85.65,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,29/11/1991,
CC,730718J,,MESTELEN,FV8219,227586680,FISHING,12,16,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,06/12/1991,
AD,815523N,,ENEZ SUN III,FV6852,227002630,PASSENGERS SHIP,34.5,319.9,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,04/12/1991,
GV,730810J,,MANATHIA,FGSL,228258000,FISHING,15.9,48.18,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,09/12/1991,
BR,786522R,,RIEN D IMPOSSIBLE,FGSH,228336000,FISHING,15.9,43.87,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,09/12/1991,
NO,425431A,,LES MISERABLES,FQSX,227595000,FISHING,21.4,102.49,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,15/01/1992,
CC,639931C,,IROISE,FGRR,227347000,FISHING,32.8,283,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,20/12/1991,
GV,797377P,,RANGIROA,FQSV,227336000,FISHING,23.39,97.36,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,15/10/1991,
SN,770072K,,L'ARLEQUIN II,FQTR,228223000,FISHING,19.76,107.98,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X),,ACTIVE,10/01/1992,
GV,775341M,,IROISE I,FGSM,228172000,FISHING,17.4,56,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,03/02/1992,
GV,730812L,,LE MUREX,FGRH,227364000,FISHING,21,73,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,30/01/1992,
GV,785720U,,ALYA,FGSK,227392000,FISHING,24.4,131,TX,VHF - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,07/05/1992,
BR,786809C,,L'EMERAUDE,FV8206,227686540,FISHING,10.7,9.7,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,05/11/1991,
LS,753559L,,ANTHINEAS,FQVN,228367000,FISHING,22.82,110.56,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,18/02/1992,
GV,785715N,,KSORA,FGSJ,227393000,FISHING,24.9,128,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,25/11/1991,
GV,767125G,,BARA BIHAN,FQHO,227831000,FISHING,22.5,112.27,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,26/11/1991,
PL,767148G,,BREIZH ARVOR II,FQHT,227592000,FISHING,22.5,159.71,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,INACTIVE,10/06/1992,22/07/2016
CC,791486L,,AR BEG SNS 127,FJ4384,227003560,BULK,13,27,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,25/06/1992,
LR,815108M,,OKATA,FQXZ,227513000,FISHING,21.4,96.28,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - SATELLITE M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/05/1992,
BL,753485F,,SEBASTIEN III,FJ8429,227319130,FISHING,11.96,27.15,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,INACTIVE,20/08/1992,03/03/2016
VA,853632L,,NOMADES DES MERS,FL9698,227548120,PLEASURE CRAFT,13.45,28.36,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX,,ACTIVE,19/05/1994,
BR,787144S,,SAPHIR,FJ4914,227641920,FISHING,9.98,9.84,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,08/12/1992,
GV,730724R,,ST ALOUR,FGTB,227397000,FISHING,23.95,102.27,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,25/09/1992,
YE,425433C,,AURORE BOREALE 1,FGTG,227989000,FISHING,23,115,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,14/01/1993,
MX,763882G,,KREIZ AR MOR,FGTS,227867000,FISHING,22.08,96.2,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,27/08/1993,
DZ,197982Y,,TREIZ-AVEN,FJ8562,227382020,PLEASURE CRAFT,8.6,6.78,UMS,VHF ASN,,INACTIVE,28/08/1993,21/07/2016
RI,787233N,,LA RECOUVRANCE,FVXQ,227306100,COMMERCIAL USE SHIP.,24.65,84.02,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/09/1993,
LR,722692K,,L'ENFANT TERRIBLE,FJ5077,227321320,FISHING,12,12,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,14/06/1993,
BR,839877K,,KIKO,FW5659,227519920,PLEASURE CRAFT,10.6,,UMS,VHF ASN - VHF PORTATIVE,,ACTIVE,23/07/1999,
BA,801809G,,ESPERANTZA II,FOPI,228144000,FISHING,16.5,31.06,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,23/11/1993,
PL,920830C,9171682,COTES DE BRETAGNE,FW3973,227003850,BULK,75,911.93,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,11/03/1998,
BR,176153W,,GWEL A VO,FS2808,227632830,FISHING,7.5,4.13,TX,VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,24/05/1983,
SM,835826G,,CROKE SOUS TWO,FL6250,227145190,PLEASURE CRAFT,12.46,24.68,TX,VHF ASN - AIS - VHF PORTATIVE,,ACTIVE,06/10/1993,
GV,730818T,,BARA ZUR,FGTL,227327000,FISHING,23.5,120,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,19/05/1994,
BA,724743P,,LE BARON,FKDH,227436000,FISHING,22.8,129,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,02/11/1993,
BR,753421L,,ALIZE,FN3345,227686920,PLEASURE CRAFT,11,9,UMS,VHF ASN - VHF PORTATIVE ASN,,ACTIVE,16/04/1994,
PL,878368Y,,NAUSICAA,FKJW,228329000,FISHING,24.48,168.7,UMS,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,20/12/1994,
SM,853737A,,NOEMA,FKTX,227321500,PLEASURE CRAFT,15,29,UMS,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,05/01/1995,
FC,716999X,8012085,SANDETTIE,FKHI,227303000,FISHING,86,2068,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,07/06/1994,
GV,804684G,,PRINCE D'ECKMUHL SNS 083,FOXO,227001510,BULK,17,33,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,02/05/1995,
BR,852785R,,ILE D OUESSANT SNS 081,FKYL,227003150,BULK,15,27,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,12/07/1995,
BR,442493W,,STELLACH,FN6157,227571190,FISHING,10.98,21.85,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,25/07/1995,
BR,852971T,,VANDREE,FN9820,227005550,BULK,14.61,16.33,TX,VHF - VHF ASN - AIS - RADAR 9 PAN (BANDE X),,ACTIVE,25/07/1995,
BR,853178T,,ANDRE COLIN,FO4922,227002330,PASSENGERS SHIP,34.9,293.13,UMS,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,10/06/1996,
PL,818453Y,,MELISANDRE,FNTH,228316000,FISHING,23,192,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,08/03/1996,
RI,859074B,8917663,JIF XPLORER,FQAO,228136000,BULK,45.6,498,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - LRIT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,19/12/1995,
DZ,906797Z,,SKEAF,FOCP,228016000,COMMERCIAL USE SHIP.,22,39,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,14/05/1996,
CC,854421U,,ENFANT DU VOYAGE,FQAK,227300230,FISHING,11.99,22,TX,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X),,ACTIVE,01/10/1995,
BR,877570F,,MEN GWEN,FS2240,227114300,FISHING,11.95,14,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,28/03/1996,
BR,854508N,,ANTEA,FNUR,228111000,FISHING,34.95,421.4,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - SATELLITE FLEET - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,04/01/1996,
RI,853155T,8417508,TSM DORA,FQAR,227016100,BULK,41,391,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,19/04/1996,
